City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Condition,Date
545,Tsaratanana,MG,-16.78,47.65,68.38,67,0,4.27,clear sky,2020-07-31 01:14:29
546,Kununurra,AU,-15.77,128.73,75.2,23,0,14.99,clear sky,2020-07-31 01:10:05
547,Tabou,CI,4.42,-7.35,75.09,86,100,7.05,overcast clouds,2020-07-31 01:14:29
548,Kayerkan,RU,69.35,87.76,69.8,52,18,20.13,few clouds,2020-07-31 01:14:29
549,Ucluelet,CA,48.93,-125.55,73.4,49,5,10.29,clear sky,2020-07-31 01:14:29
550,Sept-Iles,CA,50.2,-66.38,62.01,100,75,9.17,broken clouds,2020-07-31 01:14:30
551,Krasnoufimsk,RU,56.61,57.77,62.26,95,80,8.08,broken clouds,2020-07-31 01:14:30
552,Oranjestad,AW,12.52,-70.03,86.0,74,20,13.87,few clouds,2020-07-31 01:14:30
553,Zuenoula,CI,7.43,-6.04,70.45,97,100,4.03,overcast clouds,2020-07-31 01:14:30
554,Verkh-Tula,RU,54.88,82.78,60.8,77,20,6.71,few clouds,2020-07-31 01:14:30
555,Mecca,SA,21.43,39.83,87.49,54,18,2.93,few clouds,2020-07-31 01:14:30
556,Alpena,US,45.06,-83.43,75.2,50,1,10.29,clear sky,2020-07-31 01:14:30
557,Ambilobe,MG,-13.2,49.05,71.24,76,91,3.02,overcast clouds,2020-07-31 01:14:30
558,Kruisfontein,ZA,-34.0,24.73,48.54,84,0,4.68,clear sky,2020-07-31 01:14:30
559,Aitape,PG,-3.14,142.35,85.57,68,99,1.41,light rain,2020-07-31 01:14:31
560,Timaru,NZ,-44.4,171.25,54.0,82,83,3.33,broken clouds,2020-07-31 01:14:31
561,Svetlyy,RU,54.67,20.13,59.0,82,75,13.42,broken clouds,2020-07-31 01:14:31
562,Mlowo,TZ,-9.0,32.98,53.89,92,0,5.03,clear sky,2020-07-31 01:14:31
563,Marsaxlokk,MT,35.84,14.54,81.0,65,0,4.7,clear sky,2020-07-31 01:14:31
564,Kashi,CN,39.45,75.98,78.8,26,75,11.18,broken clouds,2020-07-31 01:14:31
565,Kushmurun,KZ,52.45,64.63,67.08,75,100,5.48,overcast clouds,2020-07-31 01:14:31
566,Ust-Nera,RU,64.57,143.2,61.11,34,16,4.52,few clouds,2020-07-31 01:14:31
567,Alofi,NU,-19.06,-169.92,75.2,60,40,18.34,scattered clouds,2020-07-31 01:14:32
568,Tadine,NC,-21.55,167.88,74.37,84,80,12.57,broken clouds,2020-07-31 01:14:32
569,Cairns,AU,-16.92,145.77,75.2,50,40,16.11,scattered clouds,2020-07-31 01:10:55
570,Asadabad,IR,34.78,48.12,62.44,65,0,9.86,clear sky,2020-07-31 01:14:32
571,Umm Kaddadah,SD,13.6,26.69,82.13,58,38,14.92,scattered clouds,2020-07-31 01:14:32
572,Verkhoyansk,RU,67.54,133.38,59.49,50,0,5.82,clear sky,2020-07-31 01:14:32
573,Manturovo,RU,58.34,44.76,51.44,97,15,5.86,few clouds,2020-07-31 01:14:32
574,Gazanjyk,TM,39.24,55.52,74.95,43,0,4.94,clear sky,2020-07-31 01:14:32
575,Remedios,CU,22.49,-79.55,80.6,83,20,9.17,few clouds,2020-07-31 01:14:32
576,Cartagena,CO,10.4,-75.51,80.6,88,75,2.24,broken clouds,2020-07-31 01:14:33
577,Chapais,CA,49.78,-74.85,64.4,93,75,2.24,broken clouds,2020-07-31 01:14:33
578,Puerto Quijarro,BO,-17.78,-57.77,69.94,56,0,2.93,clear sky,2020-07-31 01:14:33
579,Les Cayes,HT,18.2,-73.75,82.09,77,100,8.88,overcast clouds,2020-07-31 01:14:33
580,Lagoa,PT,39.05,-27.98,69.78,76,20,12.55,few clouds,2020-07-31 01:14:33
581,Sivaki,RU,52.63,126.75,67.91,95,100,4.83,moderate rain,2020-07-31 01:14:33
582,Tiznit,MA,29.58,-9.5,81.48,40,42,1.72,scattered clouds,2020-07-31 01:14:33
583,Floriano,BR,-6.77,-43.02,79.5,38,2,7.47,clear sky,2020-07-31 01:14:34
584,Dahuk,IQ,36.87,42.99,77.85,21,0,3.76,clear sky,2020-07-31 01:14:34
585,Pafos,CY,34.77,32.42,77.0,83,0,3.36,clear sky,2020-07-31 01:14:34
586,Breves,BR,-1.68,-50.48,78.28,73,94,1.54,overcast clouds,2020-07-31 01:14:34
587,Boundiali,CI,9.52,-6.49,70.81,93,0,3.4,clear sky,2020-07-31 01:14:34
588,Veseloyarsk,RU,51.28,81.11,58.71,65,6,6.87,clear sky,2020-07-31 01:14:35
589,Redcliffe,AU,-27.23,153.1,68.0,48,20,13.87,few clouds,2020-07-31 01:13:33
590,Ostersund,SE,63.18,14.64,55.4,100,100,6.93,light rain,2020-07-31 01:14:35
591,Georgiyevka,KZ,43.04,74.71,68.0,60,40,4.47,scattered clouds,2020-07-31 01:14:35
592,Palana,RU,59.12,159.97,51.75,81,60,11.1,broken clouds,2020-07-31 01:14:35
593,Iracoubo,GF,5.48,-53.2,78.58,81,0,4.27,clear sky,2020-07-31 01:14:35
594,Dezful,IR,32.38,48.41,96.03,12,0,6.42,clear sky,2020-07-31 01:14:35
595,Kinablangan,PH,7.69,126.55,80.17,78,100,4.07,overcast clouds,2020-07-31 01:14:35
596,Samsun,TR,41.25,36.33,71.6,83,75,3.36,broken clouds,2020-07-31 01:14:35
597,Champerico,GT,14.3,-91.92,73.4,100,90,9.17,thunderstorm with rain,2020-07-31 01:14:36
598,Vostok,RU,46.49,135.88,79.74,61,27,2.53,scattered clouds,2020-07-31 01:14:36
599,Aktash,RU,50.3,87.73,41.31,89,33,1.97,scattered clouds,2020-07-31 01:14:36
600,Zyryanka,RU,65.75,150.85,56.64,46,96,6.58,overcast clouds,2020-07-31 01:14:36
601,Mingaora,PK,34.78,72.36,76.37,74,19,1.92,moderate rain,2020-07-31 01:14:36
602,Ruidoso,US,33.33,-105.67,87.01,20,20,9.17,few clouds,2020-07-31 01:14:36
603,Nouakchott,MR,18.09,-15.98,77.52,82,89,8.43,light rain,2020-07-31 01:14:36
604,Kazanskoye,RU,55.64,69.23,59.47,95,100,2.57,overcast clouds,2020-07-31 01:14:37
605,Kirovskiy,RU,45.09,133.51,78.53,71,2,2.93,clear sky,2020-07-31 01:14:37
606,Miri,MY,4.41,114.01,78.8,88,20,3.36,few clouds,2020-07-31 01:14:37
607,Simpang,ID,-1.27,104.08,77.36,80,100,4.74,overcast clouds,2020-07-31 01:14:37
608,Uyuni,BO,-20.46,-66.83,43.61,34,0,10.36,clear sky,2020-07-31 01:14:38
609,Aberystwyth,GB,52.42,-4.08,61.68,68,0,11.07,clear sky,2020-07-31 01:14:38
610,Samarai,PG,-10.62,150.67,75.81,70,93,16.35,overcast clouds,2020-07-31 01:14:38
611,Santa Cruz,BO,-17.8,-63.17,62.6,55,0,2.24,clear sky,2020-07-31 01:14:03
612,Bahir Dar,ET,11.59,37.39,59.74,95,100,6.17,heavy intensity rain,2020-07-31 01:14:38
613,Mitu,CO,1.2,-70.17,74.91,71,0,2.28,clear sky,2020-07-31 01:10:07
614,Conceicao Do Araguaia,BR,-8.26,-49.26,82.4,45,0,2.24,clear sky,2020-07-31 01:14:38
615,Muborak,UZ,39.26,65.15,76.32,32,62,5.3,light rain,2020-07-31 01:14:38
616,Nevers,FR,46.92,3.33,73.99,55,0,4.97,clear sky,2020-07-31 01:14:38
617,Juegang,CN,32.32,121.19,81.45,89,100,9.8,overcast clouds,2020-07-31 01:14:39
618,Kano,NG,12.0,8.52,74.53,82,100,13.69,light rain,2020-07-31 01:14:39
619,Konevo,RU,62.12,39.32,56.44,84,100,6.29,overcast clouds,2020-07-31 01:14:39
620,General Roca,AR,-39.03,-67.58,44.6,70,100,2.24,overcast clouds,2020-07-31 01:14:39
621,Les Trois-Ilets,MQ,14.54,-61.04,81.0,88,20,8.05,few clouds,2020-07-31 01:14:39
622,Bowen,AU,-20.02,148.23,73.99,60,0,12.75,clear sky,2020-07-31 01:13:32
623,Dongsheng,CN,39.82,109.98,73.17,61,9,11.65,clear sky,2020-07-31 01:14:40
624,Kattivakkam,IN,13.22,80.32,82.4,83,40,3.36,scattered clouds,2020-07-31 01:14:40
625,Gejiu,CN,23.31,103.16,65.1,96,61,2.06,broken clouds,2020-07-31 01:14:40
626,Saravan,AM,39.72,45.65,69.8,60,40,16.11,scattered clouds,2020-07-31 01:14:40
627,Launceston,AU,-41.45,147.17,50.0,87,40,13.87,scattered clouds,2020-07-31 01:14:40
628,Shimsk,RU,58.21,30.71,54.66,93,100,9.84,overcast clouds,2020-07-31 01:14:40
629,Hofn,IS,64.25,-15.21,50.4,86,100,15.99,overcast clouds,2020-07-31 01:14:40
630,Angoche,MZ,-16.23,39.91,69.76,68,0,14.27,clear sky,2020-07-31 01:14:41
631,Argostolion,GR,38.18,20.49,77.5,67,0,5.73,clear sky,2020-07-31 01:14:41
632,Vanimo,PG,-2.67,141.3,86.31,62,40,5.08,light rain,2020-07-31 01:14:41
633,Burgeo,CA,47.62,-57.62,62.44,93,97,3.69,overcast clouds,2020-07-31 01:14:41
634,Kloulklubed,PW,7.04,134.26,84.2,79,75,6.93,broken clouds,2020-07-31 01:14:41
635,Khani,GE,41.96,42.96,73.4,94,75,4.7,broken clouds,2020-07-31 01:14:41
636,Antalaha,MG,-14.9,50.28,66.47,85,0,6.26,clear sky,2020-07-31 01:14:41
637,Tabuk,PH,17.42,121.44,77.77,88,100,5.97,light rain,2020-07-31 01:14:42
638,Haines Junction,CA,60.75,-137.51,74.95,37,0,8.21,clear sky,2020-07-31 01:14:42
639,Gopalganj,IN,26.47,84.43,81.5,82,100,6.98,overcast clouds,2020-07-31 01:14:42
640,Ceska Ves,CZ,50.26,17.23,57.0,66,100,2.13,overcast clouds,2020-07-31 01:14:42
641,Qaqortoq,GL,60.72,-46.03,46.4,81,100,4.7,overcast clouds,2020-07-31 01:14:42
642,Banjar,ID,-8.19,114.97,78.8,88,40,13.87,scattered clouds,2020-07-31 01:14:42
643,Sauda,NO,59.65,6.35,54.0,99,88,2.19,overcast clouds,2020-07-31 01:14:43
644,Dumas,US,35.87,-101.97,84.0,47,1,19.57,clear sky,2020-07-31 01:14:43
645,Bireun,ID,5.2,96.7,79.75,69,94,4.59,overcast clouds,2020-07-31 01:14:43
646,Zabol,AF,32.25,67.25,66.09,24,0,2.28,clear sky,2020-07-31 01:14:43
647,Stange,NO,60.72,11.19,57.99,76,95,5.82,overcast clouds,2020-07-31 01:14:43
648,Oistins,BB,13.07,-59.53,82.4,78,20,10.29,few clouds,2020-07-31 01:14:43
649,Varnamo,SE,57.19,14.04,55.99,94,62,7.0,broken clouds,2020-07-31 01:14:44
650,Pisco,PE,-13.7,-76.22,60.8,82,0,12.75,clear sky,2020-07-31 01:14:44
651,Quelimane,MZ,-17.88,36.89,64.4,93,0,3.33,clear sky,2020-07-31 01:14:44
652,Nyeri,KE,-0.42,36.95,57.9,91,81,4.05,broken clouds,2020-07-31 01:14:44
653,Lake Havasu City,US,34.48,-114.32,117.0,6,1,8.1,clear sky,2020-07-31 01:14:44
654,Bud,US,39.45,-86.18,68.0,98,99,9.6,overcast clouds,2020-07-31 01:14:44
655,Yanam,IN,16.73,82.22,84.2,79,40,4.7,scattered clouds,2020-07-31 01:14:44
656,Punta Alta,AR,-38.88,-62.07,49.28,52,100,18.12,overcast clouds,2020-07-31 01:14:45
657,Turukhansk,RU,65.82,87.98,65.62,69,100,17.85,overcast clouds,2020-07-31 01:14:45
658,Deep River,CA,46.1,-77.5,73.4,83,1,3.47,clear sky,2020-07-31 01:14:45
659,Lorengau,PG,-2.02,147.27,86.22,67,100,11.9,overcast clouds,2020-07-31 01:14:45
660,Barcelos,PT,41.54,-8.62,66.99,88,75,1.12,broken clouds,2020-07-31 01:14:45
661,Tymovskoye,RU,50.85,142.66,70.43,64,91,7.52,overcast clouds,2020-07-31 01:14:46
662,Seminole,US,28.71,-81.21,87.8,55,40,3.36,thunderstorm,2020-07-31 01:12:46
663,Saint Anthony,US,45.02,-93.22,79.0,47,40,3.36,scattered clouds,2020-07-31 01:14:46
664,Izobilnyy,RU,45.37,41.71,66.2,48,0,2.24,clear sky,2020-07-31 01:14:46
665,Kastamonu,TR,41.5,33.67,55.81,88,0,1.12,clear sky,2020-07-31 01:14:46
666,Magadan,RU,59.57,150.8,58.19,60,100,2.75,overcast clouds,2020-07-31 01:14:47
667,Sagua La Grande,CU,22.81,-80.08,80.6,83,20,9.17,few clouds,2020-07-31 01:14:47
668,Sokolka,PL,53.41,23.5,55.99,67,23,7.38,few clouds,2020-07-31 01:14:47
669,Kingman,US,35.19,-114.05,107.6,8,1,9.17,clear sky,2020-07-31 01:11:52
670,Ahipara,NZ,-35.17,173.17,59.94,72,100,14.29,overcast clouds,2020-07-31 01:14:47
671,Mazara Del Vallo,IT,37.66,12.59,82.0,78,0,2.24,clear sky,2020-07-31 01:14:47
672,Otjiwarongo,NA,-20.46,16.65,49.98,44,0,12.01,clear sky,2020-07-31 01:14:47
673,Mihai Viteazu,RO,46.53,23.75,68.0,94,12,3.36,few clouds,2020-07-31 01:14:47
674,Marsa Matruh,EG,31.35,27.25,73.4,78,0,7.45,clear sky,2020-07-31 01:14:48
675,Mackay,AU,-21.15,149.2,70.0,64,39,16.11,scattered clouds,2020-07-31 01:14:48
676,Talakan,RU,50.32,130.37,77.86,71,100,5.37,light rain,2020-07-31 01:14:48
677,Eskil,TR,38.4,33.41,67.69,52,0,4.56,clear sky,2020-07-31 01:14:48
678,Delano,US,35.77,-119.25,100.4,16,1,4.7,clear sky,2020-07-31 01:14:48
679,Margate,GB,51.38,1.39,68.0,83,0,1.01,clear sky,2020-07-31 01:14:48
680,Aksarka,RU,66.56,67.8,51.21,83,0,5.7,clear sky,2020-07-31 01:14:48
681,Koungou,YT,-12.73,45.2,77.0,78,75,19.46,broken clouds,2020-07-31 01:14:49
682,Mweka,CD,-4.85,21.57,68.25,34,0,0.78,clear sky,2020-07-31 01:14:49
683,Lar,IN,26.2,83.97,83.19,80,100,5.97,overcast clouds,2020-07-31 01:14:49
684,Harper,LR,4.38,-7.72,75.18,85,100,7.2,overcast clouds,2020-07-31 01:14:49
685,Setubal,PT,38.52,-8.89,66.2,82,0,4.7,clear sky,2020-07-31 01:14:49
686,Ife,NG,7.47,4.57,70.77,94,100,4.18,overcast clouds,2020-07-31 01:14:49
687,Vizianagaram,IN,18.12,83.42,80.6,94,40,2.24,mist,2020-07-31 01:14:50
688,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,73.27,86,37,10.47,light rain,2020-07-31 01:14:50
689,Avera,US,33.19,-82.53,80.6,78,40,6.93,scattered clouds,2020-07-31 01:14:50
690,Flin Flon,CA,54.77,-101.86,71.06,81,98,2.75,moderate rain,2020-07-31 01:14:50
691,Sechura,PE,-5.56,-80.82,64.0,73,0,13.02,clear sky,2020-07-31 01:14:50
692,Katobu,ID,-4.94,122.53,81.45,64,43,5.17,scattered clouds,2020-07-31 01:14:51
693,Simbahan,PH,6.3,120.58,83.7,77,100,15.46,moderate rain,2020-07-31 01:14:51
694,Maputo,MZ,-25.97,32.59,64.0,84,17,5.99,few clouds,2020-07-31 01:14:51
695,Berlin,DE,52.52,13.41,63.0,76,100,1.12,overcast clouds,2020-07-31 01:10:01
696,Agadez,NE,19.75,10.25,85.93,14,99,4.7,overcast clouds,2020-07-31 01:14:51
697,Vanderhoof,CA,54.02,-124.02,83.17,33,0,0.92,clear sky,2020-07-31 01:14:51
698,Talaya,RU,61.38,152.75,47.03,75,100,16.37,overcast clouds,2020-07-31 01:14:51
699,Gradignan,FR,44.77,-0.61,80.6,54,100,5.82,overcast clouds,2020-07-31 01:14:51
700,Ciudad Bolivar,VE,8.12,-63.55,83.37,68,0,2.21,light rain,2020-07-31 01:14:51
701,Omboue,GA,-1.57,9.26,71.91,83,99,6.89,overcast clouds,2020-07-31 01:14:52
702,Boa Vista,BR,2.82,-60.67,84.2,62,0,4.7,clear sky,2020-07-31 01:11:50
703,Carmo Do Rio Claro,BR,-20.97,-46.12,62.31,79,72,6.78,broken clouds,2020-07-31 01:14:52
704,Fort William,GB,56.82,-5.11,53.01,96,100,5.59,overcast clouds,2020-07-31 01:14:52
705,Ilinskiy,RU,55.62,38.12,57.0,82,99,6.71,overcast clouds,2020-07-31 01:14:52
